day_idx,date,quarter,revenue,oracle_rev,capture,init_soc,final_soc
1739,2025-08-06,3,58630.62596972383,76676.11362953516,76.46530737460287,0.5,0.05120375250342607
1740,2025-08-07,3,66561.38620880467,76642.82513451038,86.84620653268915,0.5,0.05365650100137043
1741,2025-08-08,3,26287.52263972805,50003.25341990091,52.57162452806684,0.5,0.05358750000000012
1742,2025-08-09,3,43363.61450976494,64101.06235449562,67.64882346247686,0.5,0.05155050200274092
1743,2025-08-10,3,117278.02603951405,131770.90176045,89.00145970975977,0.5,0.05018150100137042
1744,2025-08-11,3,99252.22722105935,112040.14519507746,88.58630721001605,0.5,0.05293750000000025
1745,2025-08-12,3,100758.64352862339,120389.57488684141,83.69382782797443,0.5,0.05300650100137042
1746,2025-08-13,3,76858.31707736482,92989.20637233829,82.65294443918174,0.5,0.050207003004111184
1747,2025-08-14,3,44478.14688472752,64342.71886766101,69.12693101485095,0.5,0.05041575050068525
1748,2025-08-15,3,82426.65558869188,115950.83437908717,71.08759159007683,0.5,0.052728752503426124
1749,2025-08-16,3,81874.82917114261,108707.73723228033,75.31646896135578,0.5,0.05293750000000019
1750,2025-08-17,3,64880.4716333351,85316.35364368082,76.04693457048683,0.5,0.05152500000000049
1751,2025-08-18,3,31158.754061844622,59825.96755171341,52.082323674767274,0.5,0.05006900100137057
1752,2025-08-19,3,67723.3278754949,89695.98825095393,75.50318492061952,0.5,0.05006900100137046
1753,2025-08-20,3,38755.92692568146,61027.408299652154,63.50577225135474,0.5,0.053309751502055414
1754,2025-08-21,3,35372.074401156315,56981.188378191204,62.07675797561026,0.5,0.05472225150205545
1755,2025-08-22,3,45280.933862299986,84737.22876523963,53.43688308210859,0.5,0.05189725150205554
1756,2025-08-23,3,46595.763357593554,65456.382937767485,71.18597341667103,0.5,0.05472225150205548
1757,2025-08-24,3,50827.668661153155,63136.87626689152,80.50393314723868,0.5,0.052659751502055485
1758,2025-08-25,3,44977.916765774215,65226.656182912084,68.95634300131029,0.5,0.05048475150205545
1759,2025-08-26,3,97176.23778460735,127499.89789356232,76.21671812296718,0.5,0.05011250000000034
1760,2025-08-27,3,29915.215631298615,70638.71392858648,42.34960401677465,0.5,0.05337875250342616
1761,2025-08-28,3,54351.86832349004,71026.36406245208,76.52351213656314,0.5,0.054419001001370204
1762,2025-08-29,3,44838.0447394445,65417.94908504268,68.54089033142186,0.5,0.054722251502055674
